Top1_Acc_Epoch/train_phase/train_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp006,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp007,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp008,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp009,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp010,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp011,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp012,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp013,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp014,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp015,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp016,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp017,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp018,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp019,Top1_Acc_Stream/eval_phase/test_stream/Task000,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.122,0.8305,0.8394,0.817,0.8268,0.8251,0.8137,0.813,0.8032,0.7947,0.7794,0.7832,0.7681,0.7126,0.7815,0.5567,0.3248,0.1136,0.2856,0.1882,0.1135,0.63853,972.7293756008148,True,False,,,1,178ce_00023,1bdf7509296448d5b93f477325c83bb7,2023-01-10_04-17-26,1673324246,972.7293756008148,3479774,vm-ml-team01,10.20.9.19,972.7293756008148,0,1,0.0028417110443115234
0.122,0.8305,0.8394,0.817,0.8268,0.8251,0.8137,0.813,0.8032,0.7947,0.7794,0.7832,0.7681,0.7126,0.7815,0.5567,0.3248,0.1136,0.2856,0.1882,0.1135,0.63853,0.01734757423400879,,False,,,2,178ce_00023,1bdf7509296448d5b93f477325c83bb7,2023-01-10_04-17-26,1673324246,972.7467231750488,3479774,vm-ml-team01,10.20.9.19,972.7467231750488,0,2,0.0028417110443115234
