Top1_Acc_Epoch/train_phase/train_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp006,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp007,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp008,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp009,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp010,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp011,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp012,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp013,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp014,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp015,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp016,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp017,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp018,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp019,Top1_Acc_Stream/eval_phase/test_stream/Task000,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.16,0.8432,0.8309,0.8333,0.8251,0.812,0.8302,0.8291,0.8356,0.8141,0.8254,0.8217,0.8201,0.8194,0.8176,0.805,0.5721,0.4456,0.3343,0.3174,0.184,0.710805,776.9192712306976,True,False,,,1,1cdcd_00003,01a408e45b924ae3b05ce0e10ffe1ef9,2023-01-11_02-23-46,1673403826,776.9192712306976,3806997,vm-ml-team01,10.20.9.19,776.9192712306976,0,1,0.003986835479736328
0.16,0.8432,0.8309,0.8333,0.8251,0.812,0.8302,0.8291,0.8356,0.8141,0.8254,0.8217,0.8201,0.8194,0.8176,0.805,0.5721,0.4456,0.3343,0.3174,0.184,0.710805,0.02974224090576172,,False,,,2,1cdcd_00003,01a408e45b924ae3b05ce0e10ffe1ef9,2023-01-11_02-23-46,1673403826,776.9490134716034,3806997,vm-ml-team01,10.20.9.19,776.9490134716034,0,2,0.003986835479736328
