Top1_Acc_Epoch/train_phase/train_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp006,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp007,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp008,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp009,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp010,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp011,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp012,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp013,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp014,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp015,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp016,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp017,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp018,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp019,Top1_Acc_Stream/eval_phase/test_stream/Task000,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.574,0.8443,0.8269,0.8243,0.837,0.8314,0.8291,0.8383,0.8485,0.846,0.8338,0.841,0.8515,0.8521,0.8378,0.8325,0.8289,0.8242,0.8396,0.8174,0.7176,0.83011,971.9325366020203,True,False,,,1,178ce_00039,5472ade27f8f4302ae831bcc9607ed18,2023-01-10_04-17-59,1673324279,971.9325366020203,3486776,vm-ml-team01,10.20.9.19,971.9325366020203,0,1,0.0027229785919189453
0.574,0.8443,0.8269,0.8243,0.837,0.8314,0.8291,0.8383,0.8485,0.846,0.8338,0.841,0.8515,0.8521,0.8378,0.8325,0.8289,0.8242,0.8396,0.8174,0.7176,0.83011,0.03431224822998047,,False,,,2,178ce_00039,5472ade27f8f4302ae831bcc9607ed18,2023-01-10_04-17-59,1673324279,971.9668488502502,3486776,vm-ml-team01,10.20.9.19,971.9668488502502,0,2,0.0027229785919189453
