Top1_Acc_Epoch/train_phase/train_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp006,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp007,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp008,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp009,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp010,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp011,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp012,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp013,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp014,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp015,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp016,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp017,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp018,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp019,Top1_Acc_Stream/eval_phase/test_stream/Task000,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.552,0.8328,0.8363,0.8304,0.8481,0.8442,0.8507,0.835,0.8429,0.8409,0.8557,0.8375,0.8454,0.8595,0.8416,0.8375,0.8464,0.8337,0.8275,0.7663,0.7006,0.83065,1430.3358409404755,True,False,,,1,8fa7a_00003,e1e6a02818fd419b869454b7b3dea6a8,2023-01-10_03-36-20,1673321780,1430.3358409404755,3266751,vm-ml-team01,10.20.9.19,1430.3358409404755,0,1,0.004007101058959961
0.552,0.8328,0.8363,0.8304,0.8481,0.8442,0.8507,0.835,0.8429,0.8409,0.8557,0.8375,0.8454,0.8595,0.8416,0.8375,0.8464,0.8337,0.8275,0.7663,0.7006,0.83065,0.023717880249023438,,False,,,2,8fa7a_00003,e1e6a02818fd419b869454b7b3dea6a8,2023-01-10_03-36-20,1673321780,1430.3595588207245,3266751,vm-ml-team01,10.20.9.19,1430.3595588207245,0,2,0.004007101058959961
