Top1_Acc_Epoch/train_phase/train_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp006,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp007,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp008,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp009,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp010,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp011,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp012,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp013,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp014,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp015,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp016,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp017,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp018,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp019,Top1_Acc_Stream/eval_phase/test_stream/Task000,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.623,0.8367,0.8414,0.8454,0.8418,0.8462,0.8507,0.8466,0.8388,0.8426,0.8514,0.8403,0.8489,0.8459,0.8399,0.8421,0.8407,0.8398,0.8317,0.8099,0.7819,0.838135,1153.463439464569,True,False,,,1,8fa7a_00041,210c2646819b4b8b93ba9340ea051b88,2023-01-10_03-57-57,1673323077,1153.463439464569,3273876,vm-ml-team01,10.20.9.19,1153.463439464569,0,1,0.003530263900756836
0.623,0.8367,0.8414,0.8454,0.8418,0.8462,0.8507,0.8466,0.8388,0.8426,0.8514,0.8403,0.8489,0.8459,0.8399,0.8421,0.8407,0.8398,0.8317,0.8099,0.7819,0.838135,0.03301048278808594,,False,,,2,8fa7a_00041,210c2646819b4b8b93ba9340ea051b88,2023-01-10_03-57-58,1673323078,1153.4964499473572,3273876,vm-ml-team01,10.20.9.19,1153.4964499473572,0,2,0.003530263900756836
