Top1_Acc_Epoch/train_phase/train_stream/Task000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp006,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp007,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp008,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp009,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp010,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp011,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp012,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp013,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp014,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp015,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp016,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp017,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp018,Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp019,Top1_Acc_Stream/eval_phase/test_stream/Task000,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.117,0.7929,0.821,0.8127,0.819,0.8187,0.8047,0.8023,0.7981,0.5872,0.7932,0.4522,0.5837,0.5156,0.4632,0.5272,0.3533,0.5428,0.2228,0.2423,0.1821,0.59675,958.9351568222046,True,False,,,1,178ce_00033,0c481a081682475390ebafb83f8c8e5c,2023-01-10_04-17-24,1673324244,958.9351568222046,3481612,vm-ml-team01,10.20.9.19,958.9351568222046,0,1,0.00421452522277832
0.117,0.7929,0.821,0.8127,0.819,0.8187,0.8047,0.8023,0.7981,0.5872,0.7932,0.4522,0.5837,0.5156,0.4632,0.5272,0.3533,0.5428,0.2228,0.2423,0.1821,0.59675,0.02212357521057129,,False,,,2,178ce_00033,0c481a081682475390ebafb83f8c8e5c,2023-01-10_04-17-24,1673324244,958.9572803974152,3481612,vm-ml-team01,10.20.9.19,958.9572803974152,0,2,0.00421452522277832
